Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course_Delivery_Mode,Free TAFE
MST,University Of Queenlands,St Lucia,Master of Data Science,"Engineering, Architecture & Information Technology",fees not listed,45120,AUD,Years,2,Years,Yes,Yes,IELTS,,,6.5,,,https://future-students.uq.edu.au/study/programs/master-data-science-5660,English,A,"This is the most comprehensive data science program in Australia, combining high-level analytical and technical skills with industry-specific knowledge and essential professional attributes. It's also one of the few programs in the world to offer you a cross-disciplinary education with direct industry contact and practical experience in the exciting field of data science.You'll study advanced topics from computing, statistics and mathematics, and your choice of electives from business, finance, health or science. Across the program, you'll learn how to make informed decisions in data-intensive environments.You'll use relevant big data tools and technologies and develop essential knowledge about the ethical use of data, legal considerations, communication and more. In your final year, you'll also complete projects relevant to industry.Since data underpins the digital economy, there are enormous opportunities for data scientists to revolutionise the way we work, live and communicate. With a Master of Data Science you'll be expertly prepared to work in Australia or overseas across a large number of industry sectors, government agencies and high technology companies, as well as consulting and market research firms.State-of-the-art facilitiesThe school is home to facilities including a big data lab with relevant tools and technologies; more than 400 Windows, Unix and Apple workstations; more than 20 specialist computer labs (including 10 with 24-hour access); and a university-wide 802.11ac Wi-Fi network.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Market researcherData scientistRisk analystSupply chain analystBusiness intelligence analystData minerBig data engineerPortfolio managerActuarial and analytics consultantSoftware developer
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Development Economics,"Business, Economics & Law",fees not listed,40640,AUD,Years,1.5,Years,Yes,Yes,approved degree,Bachelor degree,IELTS,,,6.5,https://future-students.uq.edu.au/study/programs/master-development-economics-5469,English,A,"UQ's School of Economics works with schools across the university to provide an interdisciplinary learning experience for the Master of Development Economics, with teaching provided by a host of experts in the field.During your studies you'll learn how to address one of the most critical problems facing humanity: how to create thriving and sustainable economies to overcome poverty and inequality. You'll also look at the other important issues facing the developing world, from population to health and environment.Study our 1.5 year 24 unit program, designed for applicants with an economics, business or commerce background, and you'll gain specialist skills in economic modelling and statistical techniques, as well as advanced knowledge of the forces that affect developing economies.Both master's will provide a qualification that's in demand for roles domestically and internationally in both the private and public sectors.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Development and infrastructure analystEnvironmental policy officerPolicy and advocacy officerEducation policy analyst
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Development Economics,"Business, Economics & Law",fees not listed,40640,AUD,Years,2,Years,Yes,Yes,Bachelor degree,Graduate Certificate,Graduate Diploma in Economics,5,,,https://future-students.uq.edu.au/study/programs/master-development-economics-5587,English,A,"UQ's School of Economics works with schools across the university to provide an interdisciplinary learning experience for the Master of Development Economics, with teaching provided by a host of experts in the field.During your studies you'll learn how to address one of the most critical problems facing humanity: how to create thriving and sustainable economies to overcome poverty and inequality. You'll also look at the other important issues facing the developing world, from population to health and environment.If you don't have an economics undergraduate degree, our two-year 32 unit program is ideal. It delivers comprehensive training in microeconomics, macroeconomics, statistics and econometrics, and you'll learn about the main economic pressures on the developing world.Both master's will provide a qualification that's in demand for roles domestically and internationally in both the private and public sectors.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Development and infrastructure analystEnvironmental policy officerPolicy and advocacy officerEducation policy analyst
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Masters of Development Economics / Economics and Public Policy,"Business, Economics & Law",fees not listed,40640,AUD,Years,2,Years,Yes,Yes,IELTS,,,6.5,,,https://future-students.uq.edu.au/study/programs/masters-development-economics-economics-and-public-policy-5691,English,A,"This dual master's degree offers you the opportunity to combine in-depth knowledge of economic development with a thorough understanding of the way government policy is rolled out.You'll study a program with a strong emphasis on quantitative techniques in econometrics, benefit/cost analysis and operations research (MDevEcon), alongside an economics-centred, multidisciplinary program (MEconPP). You'll also receive advanced training in areas including macroeconomics, econometrics, public policy and research.There's a range of electives available, allowing study in fields such as health, environment, innovation and competition policy, international economics and politics, and quantitative techniques for project appraisals.Additionally, this dual program lets you complete the requirements for two master's degrees over a two-year study period, rather than three years if the programs were taken separately.Career opportunities include roles at central banks, public sector agencies, international organisations, and policy review and advisory boards.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Policy program and evaluation consultantGovernment and public affairs managerPolicy and economic adviserInfrastructure and investment adviserDevelopment and infrastructure analystEnvironmental policy officerPolicy and advocacy officerEducation policy analyst
",Australia,No,Yes,No,Yes,Yes,,Normal,No
GCERT,University Of Queenlands,St Lucia,Graduate Certificate in Development Practice,Humanities and Social Sciences,fees not listed,15872,AUD,Years,0.5,Years,Yes,Yes,IELTS,,,6.5,,,https://future-students.uq.edu.au/study/programs/graduate-certificate-development-practice-5344,English,A,"UQ’s Development Practice program addresses key challenges in the world today, including the rights of Indigenous people, inequality, gender, health, violence, alternative economics, climate justice and environmental sustainability.With a diversity of delivery options – including intensive, online, practice-based learning environments and in-field research – focusing on the fundamentals, this six-month program is suitable for students with an approved degree, or post-secondary study and relevant work experience. The program is designed to fit in with your interests and availability, whether you're starting, advancing or rethinking your career.Local communities in Australia and overseas are situated within rich and complex global dynamics. Our program equips you with theoretically informed skills to embrace the challenges of understanding, practising and rethinking development at different scales.Drawing from anthropology, community development, planning, political science, sociology and related fields, UQ's Development Practice offers you a unique, multidisciplinary and practice-based learning experience.Our graduates work across government, industry and community settings in development, social services, health, planning and elsewhere, to contribute to collaborative social change.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Community development practitionerMulticultural liaison officerSocial inclusion officerIndigenous community adviserCommunity planning and policy adviserInternational aid workerOutreach services officerSustainability researcherCommunity development manager
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Development Practice,Humanities and Social Sciences,fees not listed,31744,AUD,Years,1.5,Years,Yes,Yes,approved degree,IELTS,,,6.5,,https://future-students.uq.edu.au/study/programs/master-development-practice-5346,English,A,"UQ’s Master of Development Practice program addresses key challenges in the world today, including the rights of Indigenous people, inequality, gender, health, violence, alternative economics, climate justice and environmental sustainability.With a diversity of delivery options – including intensive, online, practice-based learning environments and in-field research – this 1.5 year full-time (or equivalent part-time) program is designed to fit in with your interests and availability, whether you're starting, advancing or rethinking your career.Local communities in Australia and overseas are situated within rich and complex global dynamics. Our program equips you with theoretically informed skills to embrace the challenges of understanding, practising and rethinking development at different scales.Drawing from anthropology, community development, planning, political science, sociology and related fields, UQ's Development Practice offers you a unique, multidisciplinary and practice-based learning experience.Our graduates work across government, industry and community settings in development, social services, health, planning and elsewhere, to contribute to collaborative social change.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Community development practitionerMulticultural liaison officerSocial inclusion officerIndigenous community adviserCommunity planning and policy adviserInternational aid workerOutreach services officerSustainability researcherHumanitarian aid officialCommunity development manager
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Development Practice,Humanities and Social Sciences,fees not listed,31744,AUD,Years,2,Years,Yes,Yes,IELTS,,,6.5,,,https://future-students.uq.edu.au/study/programs/master-development-practice-5594,English,A,"UQ’s Master of Development Practice program addresses key challenges in the world today, including the rights of Indigenous peoples, inequality, gender, health, violence, alternative economics, climate justice and environmental sustainability.With a diversity of delivery options – including intensive, online, practice-based learning environments and in-field research – this 2-year full-time (or equivalent part-time) program is designed to fit in with your interests and availability, whether you're starting, advancing or rethinking your career.Local communities in Australia and overseas are situated within rich and complex global dynamics. Our program equips you with theoretically informed skills to embrace the challenges of understanding, practising and rethinking development at different scales.Drawing from anthropology, community development, planning, political science, sociology and related fields, Development Practice offers you a unique, multidisciplinary and practice-based learning experience.Our graduates work across government, industry and community settings in development, social services, health, planning and elsewhere, to contribute to collaborative social change.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Social justice advocateMulticultural liaison officerSocial inclusion officerIndigenous community adviserCommunity planning and policy adviserInternational aid workerOutreach services officerSustainability researcherCommunity development manager
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Dietetics Studies,Health & Behavioural Sciences,fees not listed,47136,AUD,Years,1.5,Years,Yes,No,approved degree,IELTS,,,7,,https://future-students.uq.edu.au/study/programs/master-dietetics-studies-5473,English,A,"This 1.5 year full-time program will prepare you for eligibility as an Accredited Practising Dietitian with Dietitians Australia (DA).You'll gain extensive knowledge of the art and science of human nutrition and its role in the prevention and treatment of medical conditions such as diabetes, obesity and infectious diseases. You'll also develop the practical skills required to help people understand food and health relationships, enabling them to make better food choices to get the most out of their lifestyles.If research is your passion, you can pursue this in your final semester and complete an innovative project alongside leading international researchers. You will also have the potential to contribute to published scientific literature.You'll undertake approximately 850 hours of supervised clinical practice in hospitals, community centres, aged care facilities, the food industry and other organisations. You'll have the opportunity to apply your theoretical knowledge, acquired through coursework, to practice and develop your clinical skills in real-life settings.On campus, you'll gain practical, hands-on experience in UQ’s modern dietetics demonstration space. Here you'll learn about novel and functional foods, meals and recipes, discover how to cook nutritionally modified meals and deliver community cooking demonstrations.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:DietitianClinical dietitianCommunity nutritionistFood industry dietitianFood service dietitianPublic health nutritionistNutritionistSports dietitianResearcher
",Australia,No,Yes,No,Yes,No,,Normal,No
GCERT,University Of Queenlands,St Lucia,Graduate Certificate in Economic Studies,"Business, Economics & Law",fees not listed,20320,AUD,Years,Half,Years,Yes,Yes,approved degree,IELTS,,,6.5,,https://future-students.uq.edu.au/study/programs/graduate-certificate-economic-studies-5602,English,A,"Higher level study in economics at UQ will develop your analytical ability, critical thinking and logic – all key decision-making skills that can contribute to greater career outcomes. If you don't have economics training and want to explore the possibilities in this field, this certificate is your pathway. UQ's programs are influenced by the latest economic research and taught by world-class academic staff, so you can be sure you'll receive the highest quality education. Your studies will include courses covering core economic principles and applications, and you'll learn about the ‘hows’ and ‘whys’ of decision-making that economists deal with every day.During your Graduate Certificate in Economic Studies program over half a year (or part-time equivalent), you'll gain an understanding of basic economic concepts in microeconomics, macroeconomics, statistics and mathematical techniques opening the possibility to undertake further study. It's also an ideal qualification for graduates seeking a career change or advancement.Read less",[],Australia,No,Yes,No,Yes,Yes,,Normal,No
GCERT,University Of Queenlands,St Lucia,Graduate Certificate in Economics,"Business, Economics & Law",fees not listed,20320,AUD,Years,Half,Years,Yes,Yes,Bachelor degree,IELTS,,4.0,6.5,,https://future-students.uq.edu.au/study/programs/graduate-certificate-economics-5010,English,A,"Higher level study in economics at UQ will develop your analytical ability, critical thinking and logic – all key decision-making skills that can contribute to greater career outcomes. This qualification provides economics training and allows you to build on the knowledge of economic concepts gained in your undergraduate degree, opening the possibility to undertake further study in an economics master's (24 unit) program. UQ's programs are influenced by the latest economic research and taught by world-class academic staff, so you can be sure of receiving the highest quality education. Your studies will include courses that deliver knowledge in consumer and firm behaviour, the macroeconomy and econometrics while electives cover areas such as environmental economics, health economics and economic development.During your Graduate Certificate in Economics program over half a year, you'll learn also learn about the ‘hows’ and ‘whys’ of decision-making that economists deal with every day.Read less",[],Australia,No,Yes,No,Yes,Yes,,Normal,No
DIP,University Of Queenlands,St Lucia,Graduate Diploma in Economics,"Business, Economics & Law",fees not listed,40640,AUD,Years,1,Years,Yes,No,IELTS,,,6.5,,,https://future-students.uq.edu.au/study/programs/graduate-diploma-economics-5077,English,A,"Higher level study in economics at UQ will develop your analytical ability, critical thinking and logic – all key decision-making skills that can contribute to greater career outcomes. This program suits graduates without an economics background who want to learn economic analysis skills. UQ's programs are influenced by the latest economic research and taught by world-class academic staff, so you can be sure of receiving the highest quality education. Your studies will cover foundation courses in microeconomics and macroeconomics, mathematical techniques and statistics. You'll learn about the ‘hows’ and ‘whys’ of decision-making that economists deal with every day.During your Graduate Diploma in Economics program over one year you'll choose from a range of elective options covering areas such as environmental economics, health economics and economic development. This qualification can also be a pathway to an economics master's (32 unit) program. Read less",[],Australia,No,Yes,No,Yes,No,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Economics,"Business, Economics & Law",fees not listed,40640,AUD,Years,2,Years,Yes,Yes,Bachelor degree,Graduate Certificate,Graduate Diploma in Economics,5,,,https://future-students.uq.edu.au/study/programs/master-economics-5399,English,A,"Higher level study in economics at UQ will develop your analytical ability, critical thinking and logic – all key decision-making skills that can contribute to greater career outcomes. This two-year program is aimed at graduates from other disciplines. UQ's programs are influenced by the latest economic research and taught by world-class academic staff, so you can be sure of receiving the highest quality education. Your studies will include courses that deliver advanced knowledge in core economic principles and applications, and you'll learn about the ‘hows’ and ‘whys’ of decision-making that economists deal with every day.During your Master of Economics program, over two years you'll gain advanced training in the essentials of contemporary economics, as well as skills in a range of elective options covering areas such as environmental economics, health economics and economic development. You will also learn high-level economic research skills. Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Strategy and economics analystEconomic policy analystInfrastructure and investment adviserPolicy and research analystQuantitative behavioural strategist
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Economics,"Business, Economics & Law",fees not listed,40640,AUD,Years,1.5,Years,Yes,Yes,Bachelor degree,Bachelor degree,IELTS,5,,6.5,https://future-students.uq.edu.au/study/programs/master-economics-5601,English,A,"Higher level study in economics at UQ will develop your analytical ability, critical thinking and logic – all key decision-making skills that can contribute to greater career outcomes. This 24 unit program is designed for economics graduates. UQ's programs are influenced by the latest economic research and taught by world-class academic staff, so you can be sure of receiving the highest quality education. Your studies will include courses that deliver advanced knowledge in core economic principles and applications, and you'll learn about the ‘hows’ and ‘whys’ of decision-making that economists deal with every day.During your Master of Economics program over 1.5 years you'll gain advanced training in the essentials of contemporary economics, as well as skills in a range of elective options covering areas such as environmental economics, health economics and economic development. You'll also learn high-level economic research skills.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Strategy and economics analystEconomic policy analystPolicy and research analystQuantitative behavioural strategistInfrastructure and investment adviser
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Economics and Public Policy,"Business, Economics & Law",fees not listed,40640,AUD,Years,1.5,Years,Yes,Yes,Bachelor degree,Bachelor degree,IELTS,5,,6.5,https://future-students.uq.edu.au/study/programs/master-economics-and-public-policy-5545,English,A,"This highly regarded program is an interdisciplinary collaboration between the School of Economics and the School of Political Science and International Studies, both of which rank in the world top 100 for their respective study areas.During study with both schools you'll examine the relationship between public policy, governance and economics, and look at how governments develop policy, and how their intervention affects the global economy. You'll also benefit from the program’s emphasis on practical applications to solve complex problems.The 1.5 year 24 unit program is designed for graduates with a background in economics, business or commerce, with training provided in areas including macroeconomics, microeconomics, political science, public policy and the impact of economic analysis on policy.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Policy program and evaluation consultantGovernment and public affairs managerPolicy and economic adviserInfrastructure and investment adviser
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Economics and Public Policy,"Business, Economics & Law",fees not listed,40640,AUD,Years,2,Years,Yes,Yes,Bachelor degree,Graduate Certificate,Graduate Diploma in Economics,5,,,https://future-students.uq.edu.au/study/programs/master-economics-and-public-policy-5588,English,A,"This highly regarded program is an interdisciplinary collaboration between the School of Economics and the School of Political Science and International Studies, both of which rank in the world top 100 for their respective study areas.During study with both schools you'll examine the relationship between public policy, governance and economics, and look at how governments develop policy, and how their intervention affects the global economy. You'll also benefit from the program’s emphasis on practical applications to solve complex problems.If you're a graduate without an economics background, the two-year 32 unit program is ideal for gaining comprehensive training in economics, from core principles to the more advanced study of microeconomics, macroeconomics and econometrics.Read less","
Postgraduate study can take you anywhere. Here are some of the careers you could be on your way to:Policy program and evaluation consultantGovernment and public affairs managerPolicy and economic adviserInfrastructure and investment adviser
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Educational Studies,Humanities and Social Sciences,fees not listed,30304,AUD,Years,1.5,Years,Yes,Yes,Graduate Certificate,IELTS,,,6.5,,https://future-students.uq.edu.au/study/programs/master-educational-studies-5171,English,A,"UQ’s School of Education has been preparing teachers for the world’s classrooms, industry, media and community leadership for more than 70 years, with programs and academics that lead the field. This 1.5 year full-time (or part-time equivalent) program prepares you for a variety of employment opportunities in educational environments.Specialise in one of six fields of study: Behaviour Management; Curriculum; Guidance, Counselling and Careers; Leadership; Psychology Education; or Supporting Diverse Learners. Depending on your area of specialisation (and which of over 50 courses you select), you can choose to complete all aspects of a practicum that focuses on advanced research and teaching interests.Some pathways offer specific qualifications, while others offer significant professional advantage to educators interested in career advancement or broadening their career options.Commonwealth Supported Places are available for Australian citizens, permanent visa holders and New Zealand citizens for students enrolling in the field of Guidance, Counselling and Careers.Read less","
Postgraduate study can take you anywhere. Depending on which field you choose, here are some of the careers you could be on your way to:Behaviour management counsellorSpecial needs teacherCurriculum plannerSchool curriculum adviserCareer development practitionerGuidance counsellorChange management adviserEducational administratorCognitive behaviour specialistMulticultural teacher
",Australia,Yes,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,External,Master of Educational Studies,Humanities and Social Sciences,fees not listed,30304,AUD,Years,1.5,Years,Yes,Yes,Graduate Certificate,IELTS,,,6.5,,https://future-students.uq.edu.au/study/programs/master-educational-studies-5171,English,A,"UQ’s School of Education has been preparing teachers for the world’s classrooms, industry, media and community leadership for more than 70 years, with programs and academics that lead the field. This 1.5 year full-time (or part-time equivalent) program prepares you for a variety of employment opportunities in educational environments.Specialise in one of six fields of study: Behaviour Management; Curriculum; Guidance, Counselling and Careers; Leadership; Psychology Education; or Supporting Diverse Learners. Depending on your area of specialisation (and which of over 50 courses you select), you can choose to complete all aspects of a practicum that focuses on advanced research and teaching interests.Some pathways offer specific qualifications, while others offer significant professional advantage to educators interested in career advancement or broadening their career options.Commonwealth Supported Places are available for Australian citizens, permanent visa holders and New Zealand citizens for students enrolling in the field of Guidance, Counselling and Careers.Read less","
Postgraduate study can take you anywhere. Depending on which field you choose, here are some of the careers you could be on your way to:Behaviour management counsellorSpecial needs teacherCurriculum plannerSchool curriculum adviserCareer development practitionerGuidance counsellorChange management adviserEducational administratorCognitive behaviour specialistMulticultural teacher
",Australia,Yes,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Educational Studies,Humanities and Social Sciences,fees not listed,30304,AUD,Years,1,Years,Yes,No,bachelor honours degree,IELTS,,,6.5,,https://future-students.uq.edu.au/study/programs/master-educational-studies-5265,English,A,"UQ’s School of Education has been preparing teachers for the world’s classrooms, industry, media and community leadership for more than 70 years, with programs and academics that lead the field. This one year full-time (or part-time equivalent) program prepares you for a variety of employment opportunities in educational environments.Specialise in one of six fields of study: Behaviour Management; Curriculum; Guidance, Counselling and Careers; Leadership; Psychology Education; or Supporting Diverse Learners. Depending on your area of specialisation (and which of over 50 courses you select), you can choose to complete all aspects of a practicum that focuses on advanced research and teaching interests.Some pathways offer specific qualifications, while others offer significant professional advantage to educators interested in career advancement or broadening their career options.Commonwealth Supported Places are available for Australian citizens, permanent visa holders and New Zealand citizens for students enrolling in the field of Guidance, Counselling and Careers.Read less","
Postgraduate study can take you anywhere. Depending on which field you choose, here are some of the careers you could be on your way to:Behaviour management counsellorSchool curriculum adviserCareer development practitionerGuidance counsellorChange management adviserEducational administratorCognitive behaviour specialistSpecial needs teacherMulticultural teacherYouth counsellor
",Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,University Of Queenlands,External,Master of Educational Studies,Humanities and Social Sciences,fees not listed,30304,AUD,Years,1,Years,Yes,No,bachelor honours degree,IELTS,,,6.5,,https://future-students.uq.edu.au/study/programs/master-educational-studies-5265,English,A,"UQ’s School of Education has been preparing teachers for the world’s classrooms, industry, media and community leadership for more than 70 years, with programs and academics that lead the field. This one year full-time (or part-time equivalent) program prepares you for a variety of employment opportunities in educational environments.Specialise in one of six fields of study: Behaviour Management; Curriculum; Guidance, Counselling and Careers; Leadership; Psychology Education; or Supporting Diverse Learners. Depending on your area of specialisation (and which of over 50 courses you select), you can choose to complete all aspects of a practicum that focuses on advanced research and teaching interests.Some pathways offer specific qualifications, while others offer significant professional advantage to educators interested in career advancement or broadening their career options.Commonwealth Supported Places are available for Australian citizens, permanent visa holders and New Zealand citizens for students enrolling in the field of Guidance, Counselling and Careers.Read less","
Postgraduate study can take you anywhere. Depending on which field you choose, here are some of the careers you could be on your way to:Behaviour management counsellorSchool curriculum adviserCareer development practitionerGuidance counsellorChange management adviserEducational administratorCognitive behaviour specialistSpecial needs teacherMulticultural teacherYouth counsellor
",Australia,Yes,Yes,No,Yes,No,,Normal,No
GCERT,University Of Queenlands,St Lucia,Graduate Certificate in Educational Studies,Humanities and Social Sciences,fees not listed,15152,AUD,Years,Half,Years,Yes,Yes,IELTS,,,6.5,,,https://future-students.uq.edu.au/study/programs/graduate-certificate-educational-studies-5448,English,A,"UQ’s School of Education has been preparing teachers for the world’s classrooms, industry, media and community leadership for more than 70 years, with programs and academics that lead the field. This half year full-time (or part-time equivalent) program prepares you for a variety of employment opportunities in educational environments.Specialise in one of six fields of study: Behaviour Management; Curriculum; Guidance, Counselling and Careers; Leadership; Psychology Education; or Supporting Diverse Learners. Depending on your area of specialisation you can choose to complete all aspects of a practicum that focuses on advanced research and teaching interests.Some pathways offer specific qualifications, while others offer significant professional advantage to educators interested in career advancement or broadening their career options.Commonwealth Supported Places are available for Australian citizens, permanent visa holders and New Zealand citizens for students enrolling in the field of Guidance, Counselling and Careers.Read less","
Postgraduate study can take you anywhere. Depending on which field you choose, here are some of the careers you could be on your way to:Behaviour management counsellorSpecial needs teacherCurriculum plannerSchool curriculum adviserCareer development practitionerGuidance counsellorEducational administratorMulticultural teacherSchool principal
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Educational Studies,Humanities and Social Sciences,fees not listed,30304,AUD,Years,2,Years,Yes,Yes,IELTS,,,6.5,,,https://future-students.uq.edu.au/study/programs/master-educational-studies-5596,English,A,"UQ’s School of Education has been preparing teachers for the world’s classrooms, industry, media and community leadership for more than 70 years, with programs and academics that lead the field. This two year full-time (or part-time equivalent) program prepares you for a variety of employment opportunities in educational environments.Specialise in one of six fields of study: Behaviour Management; Curriculum; Guidance, Counselling and Careers; Leadership; Psychology Education; or Supporting Diverse Learners. Depending on your area of specialisation (and which of over 50 courses you select), you can choose to complete all aspects of a practicum that focuses on advanced research and teaching interests.Some pathways offer specific qualifications, while others offer significant professional advantage to educators interested in career advancement or broadening their career options.Commonwealth Supported Places are available for Australian citizens, permanent visa holders and New Zealand citizens for students enrolling in the field of Guidance, Counselling and Careers.Read less","
Postgraduate study can take you anywhere. Depending on which field you choose, here are some of the careers you could be on your way to:Behaviour management counsellorSpecial needs teacherCurriculum plannerSchool curriculum adviserCareer development practitionerGuidance counsellorSchool principalEducational administratorSchool counsellorMulticultural teacher
",Australia,Yes,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,External,Master of Educational Studies,Humanities and Social Sciences,fees not listed,30304,AUD,Years,2,Years,Yes,Yes,IELTS,,,6.5,,,https://future-students.uq.edu.au/study/programs/master-educational-studies-5596,English,A,"UQ’s School of Education has been preparing teachers for the world’s classrooms, industry, media and community leadership for more than 70 years, with programs and academics that lead the field. This two year full-time (or part-time equivalent) program prepares you for a variety of employment opportunities in educational environments.Specialise in one of six fields of study: Behaviour Management; Curriculum; Guidance, Counselling and Careers; Leadership; Psychology Education; or Supporting Diverse Learners. Depending on your area of specialisation (and which of over 50 courses you select), you can choose to complete all aspects of a practicum that focuses on advanced research and teaching interests.Some pathways offer specific qualifications, while others offer significant professional advantage to educators interested in career advancement or broadening their career options.Commonwealth Supported Places are available for Australian citizens, permanent visa holders and New Zealand citizens for students enrolling in the field of Guidance, Counselling and Careers.Read less","
Postgraduate study can take you anywhere. Depending on which field you choose, here are some of the careers you could be on your way to:Behaviour management counsellorSpecial needs teacherCurriculum plannerSchool curriculum adviserCareer development practitionerGuidance counsellorSchool principalEducational administratorSchool counsellorMulticultural teacher
",Australia,Yes,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Engineering,"Engineering, Architecture & Information Technology",fees not listed,45120,AUD,Years,2,Years,Yes,Yes,IELTS,,,6.5,,,https://future-students.uq.edu.au/study/programs/master-engineering-5674,English,A,"The world is changing fast. Rather than fighting change, at UQ we believe it’s something to embrace.Postgraduate engineering studies will prepare you for more senior, leadership roles so you can boldly ask questions in new and challenging ways.Discipline focussed courses coupled with practical research or industry based projects will give you the confidence and capability to solve complex engineering challenges in a changing world.Here, you’ll study alongside peers who share your passion for solving human problems such as climate change, overpopulation, network security and more.Prepare for senior leadership rolesThe 21st century engineer is someone with a truly global outlook who addresses increasingly complex and interdisciplinary challenges. UQ’s Master of Engineering has been designed to include business and innovation courses so graduating students are better prepared to take on more senior, leadership roles.Read less","
Postgraduate study can take you anywhere. Depending on which field you choose, here are some of the careers you could be on your way to:Biomedical engineerChemical engineerSoftware engineerCivil engineerEnvironmental engineerGeotechnical engineerElectrical engineerPetroleum engineerAerospace engineerRenewable energy manager
",Australia,No,Yes,No,Yes,Yes,,Normal,No
MST,University Of Queenlands,St Lucia,Master of Engineering,"Engineering, Architecture & Information Technology",fees not listed,45120,AUD,Years,3,Years,Yes,Yes,approved degree,IELTS,,,6.5,,https://future-students.uq.edu.au/study/programs/master-engineering-5709,English,A,"The world is changing fast. Rather than fighting change, at UQ we believe it’s something to embrace.Postgraduate engineering studies will prepare you for more senior, leadership roles so you can boldly ask questions in new and challenging ways.This three year program is designed to develop your expertise through advanced courses and specialised electives. It's a pathway to becoming an accredited engineer and has been submitted for accreditation by Engineers Australia.Discipline focussed courses coupled with practical research or industry based projects will give you the confidence and capability to solve complex engineering challenges in a changing world.Here, you’ll study alongside peers who share your passion for solving human problems such as climate change, overpopulation, network security and more.Prepare for senior leadership rolesThe 21st century engineer is someone with a truly global outlook who addresses increasingly complex and interdisciplinary challenges. UQ’s Master of Engineering has been designed to include business and innovation courses so graduating students are better prepared to take on more senior leadership roles.Read less","
Postgraduate study can take you anywhere. Depending on which field you choose, here are some of the careers you could be on your way to:Biomedical engineerChemical engineerSoftware engineerCivil engineerEnvironmental engineerGeotechnical engineerElectrical engineerPetroleum engineerAerospace engineerRenewable energy manager
",Australia,No,Yes,No,Yes,Yes,,Normal,No
GCERT,University Of Queenlands,St Lucia,Graduate Certificate in Engineering Science,"Engineering, Architecture & Information Technology",fees not listed,22560,AUD,Years,Half,Years,Yes,Yes,IELTS,,,6.5,,,https://future-students.uq.edu.au/study/programs/graduate-certificate-engineering-science-5527,English,A,The Graduate Certificate in Engineering Science is designed for applicants with a background in engineering.Your future is in industry – as a professional engineer with deeper technical skills in your engineering field.Read less,[],Australia,No,Yes,No,Yes,Yes,,Normal,No
